mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType,Flag_Au_Oro,Status_Au_Oro,Flag_Ag_Plata,Status_Ag_Plata,Flag_Cu_Cobre,Status_Cu_Cobre,Flag_Pb_Plomo,Status_Pb_Plomo,Flag_Hg_Cinabrio,Status_Hg_Cinabrio,Flag_Sn_Estano,Status_Sn_Estano,Flag_Fe_Hierro,Status_Fe_Hierro,Tech_Ruina_Montium,Tech_Subterranea,Tech_Cielo_Abierto,Tech_Lavado_Placer,Certainty_Spatial,Certainty_Archaeological,Certainty_Metallogenic,Certainty_Score,Certainty_Grade
145,Ruy Gomes,,Hispania Baetica,Portugal,Beja,Picos de Aroche,,,POR 8,513.0,266.4,127.8,38.11467547,-7.375926245,,,,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
146,San Domingos,,Hispania Baetica,Portugal,Beja,Huelva,,,POR 7,559.0,256.7,78.2,37.66849754,-7.49041657,,,,,,,,,FALSE,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Pyrite,,,0,No,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
148,Santo Estevão,,Lusitania,Portugal,Faro,Algarve,,,POR 27,595.0,178.8,28.2,37.2194949,-8.371923707,,,,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
149,Seixo,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-14,,,,,41.19008,-7.26548,2000.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 198",,,,FALSE,FALSE,0.0,0.0,0.0,0.0,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
150,Serra de Arga,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-21,,,,,41.806046,-8.713685,3000.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,FALSE,FALSE,0.0,0.0,0.0,0.0,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
151,Serra de Banjas / Mias das Banjas,,Hispania Tarraconensis,Portugal,Porto,Trás-os-montes,,NP-05,POR 30,134.0,178.6,458.2,41.09264776,-8.387838816,200.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 198",0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,1,0,0,0.85,1.0,1.0,0.94,Alta Certeza (Grado I)
152,Serra de Caveira,,Lusitania,Portugal,Setubal,Alentejo,,,POR 36,506.0,167.2,127.9,38.11740938,-8.50711216,,,,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Pyrite,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
153,Serra de Queiriga,,Hispania Tarraconensis,Portugal,Guarda,Beiras,,,POR 46,167.0,233.0,424.0,40.78431492,-7.742175823,,,,,,,,,FALSE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Domergue 1990: 42,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,,,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
154,Serra de Santa Justa / Fojo das Pombas,,Hispania Tarraconensis,Portugal,Porto,Trás-os-montes,,NP-02,POR 31,123.0,169.4,468.2,41.18239405,-8.497837306,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Open trenches and underground galleries, with stepped descent. Some shafts up to 70 m deep. Large exploitation chamber.","Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 198; http://arqueologia.patrimoniocultural.pt/index.php?sid=sitios.resultados&subsid=47630 ; https://aesda.org/tag/valongo/",0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,1,0,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
155,Tagus 1: Mouriscas,,Hispania Tarraconensis,Portugal,Santarem,Beiras,,,POR 33,332.0,203.0,277.5,39.46560039,-8.098241904,,,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
156,Tagus 2: Abrantes,,Hispania Tarraconensis,Portugal,Santarem,Beiras,,,POR 32,331.0,195.0,278.5,39.47459709,-8.191211683,,,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
157,Tagus 3: Confluence Zêzere-Tagus,,Hispania Tarraconensis,Portugal,Santarem,Beiras,,,POR 34,331.0,185.0,279.0,39.4789832,-8.307440301,,,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
158,Tinas,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-23,,,,,41.795201,-8.337281,5000.0,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 12",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 199",,,,FALSE,FALSE,0.0,0.0,0.0,0.0,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
159,Três Minas - Corta de Covas,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,NP-09,POR 45,75.0,251.3,502.9,41.496453,-7.525246,0.0,Google Earth,,-20.0,50.0,120.0,230.0,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Work started shortly after conquest in the 1st century BC then lasted until the 3rd century AD. Corta de Covas opencast, 430 m in length, 2.3 million m³ removed. Traces of firesetting at the base. Underground galleries for ore extraction, and prospection. Peak extraction dates to first half of second century AD. Anvil stones from Roman water-powered ore-crushing machines have been found.","Domergue 1990: 41; Wahl 1993: 123-157; Sanchez-Palencia and Orejas 1994, 198",1.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,Ore-crushing anvils from machines,Hard rock,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,1,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
160,Trincheiras,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,,POR 43,34.0,257.7,335.2,39.98332173,-7.457592038,,,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,1,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
161,Vila Mou,,Hispania Tarraconensis,Portugal,Viano do Castelo,Trás-os-montes,,,POR 40,41.0,153.0,529.5,41.73351537,-8.698071507,,,,,,,,,FALSE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,Domergue 1990: 41,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
162,Zambujal,,Lusitania,Portugal,Beja,Alentejo,,,POR 4,488.0,209.8,143.9,38.26209908,-8.021107841,,,,,,,,,FALSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
391,Arroyo del Salgueral,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Tuerto,,AT-13,LE 58,160.0,,,42.587941,-6.10518,50.0,"Google Earth and Domergue 1988 vol. II, 343",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Domergue 1988, 343; Sanchez-Palencia and Orejas 1994, 190",1.0,0.0,TRUE,FALSE,FALSE,0.0,1.0,0.0,0.0,,Colluvial deposits,Secondary - Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,1.0,1.0,1.0,1.0,Alta Certeza (Grado I)
429,Barranco de Santa Filomena,,Hispania Tarraconensis,Spain,Cuenca,,,,CU 1,665.0,801.0,581.5,39.80928761,-1.33769529,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
430,Barranco Hondillo,,Hispania Baetica,Spain,Jaén,,,,J 27,863.0,643.2,420.5,38.38035345,-3.19315217,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 49,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
431,Barreiro,,Hispania Tarraconensis,Spain,Lugo,Cuenca media del Sil,,MS-045,,,,,42.455589,-7.327043,500.0,"Estimated from Google Earth, IGN map, and Sanchez-Palencia and Orejas 1994, fig. 16","Is this Monte Barreiro, = Domergue LU 13.2.1?",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 195",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
432,Barrio Nuevo,,Hispania Baetica,Spain,Badajoz,La Serena,,,BA 41,805.0,438.5,465.3,38.770177,-5.54812106,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
433,Begega - El Valle,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-42,,,,,43.28577,-6.299792,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 198",,,,,,,,,,Apparently destroyed by modern mine.,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
434,Benllera,,Hispania Tarraconensis,Spain,León,Cuenca Alta del Orbigo,,AO-30,,,,,42.769431,-5.739137,500.0,Guessed: probable opencast on Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 189",1.0,0.0,TRUE,,,,,,,,,Secondary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
435,Berrocoso,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 15,858.0,494.7,422.0,38.38853471,-4.89415277,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
436,Besullo,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-23,,,,,43.187648,-6.62437,1000.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
437,Braña de Avelleras,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Narcea,,NA-10,,,,,43.137245,-6.668311,1500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13 and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 197",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
438,Brañalebrel,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Porcia,,PO-01,,,,,43.424806,-6.890274,1000.0,"Placename ""Brañalibel"", Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 201",,,,,,,,,,,,Primary,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.7,0.9,1.0,0.845,Alta Certeza (Grado I)
439,Brués,,Hispania Tarraconensis,Spain,Orense,Cuenca media del Miño,,MM-02,,,,,42.455979,-8.158613,100.0,Google Earth,,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 194",1.0,,,,,,,,,Google Earth appears to show extensive traces of trenches following veins,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
440,Buiran,,Hispania Tarraconensis,Spain,Lugo,Cuenca Alta del Miño,,AN-07,,,,,42.930757,-7.072386,2000.0,Google Earth,"A guess, on the basis that ""Buiran"" might be a typo for the actual Buisan.",,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 188",1.0,0.0,TRUE,,,,,,,,,Secondary,Selective,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
441,Buñola,,Hispania Tarraconensis,Spain,Balearics,Balearics,,,PM 1,670.0,1147.0,586.9,39.70497528,2.703042203,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
442,Burbia,,Hispania Tarraconensis,Spain,León,Cuencas de Cúa y Burbia,,CB-07,,,,,42.792992,-6.774636,1500.0,"Placename, Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",,,,,,,,,,,,Primary,Selective - Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.5,0.9,1.0,0.765,Media Certeza (Grado II)
444,Bustiello de Paredes,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Esba o Canero,,ES-06,,,,,43.444587,-6.497716,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 13, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 193",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
445,Cabeza del Agua,,Hispania Baetica,Spain,Huelva,Huelva,,,H 18,959.0,315.1,332.3,37.53989078,-6.91306989,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 61,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
446,Cabezas del Pasto,,Hispania Baetica,Spain,Huelva,Huelva,,,H 39,958.0,278.4,341.3,37.6082037,-7.33224915,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Pyrite,Primary,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
447,Cabezo de la Reina,,Hispania Tarraconensis,Spain,Segovia,,,,SG 2,508.0,558.5,679.7,40.7175583,-4.179631046,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
448,Cabezo de los Silos,,Hispania Baetica,Spain,Huelva,Huelva,,,H 41,936.0,276.4,350.1,37.6867135,-7.35899187,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
449,Cabezo Hueca,,Hispania Baetica,Spain,Huelva,Huelva,,,H 8,959.0,300.5,338.4,37.58994716,-7.0808167,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
450,Cabezo Rajado,,Hispania Tarraconensis,Spain,Murcia,Cartagena-Mazarrón,,,MU 4,977.0,846.0,339.5,37.61656939,-0.900306875,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,,,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
451,Cabo de la Nao,,Hispania Tarraconensis,Spain,Alicante,,,,A 1,823.0,940.0,468.0,38.74237138,0.22764936,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,-330.0,,,300.0,"Hellenistic-Republican, Roman",FALSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,0,No,0,No,0,No,0,No,0,No,1,Confirmado,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
452,Cádiz,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 83,943.0,477.3,359.7,37.82466729,-5.08227721,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
453,Cala Reona,,Hispania Tarraconensis,Spain,Murcia,Cartagena-Mazarrón,,,MU 7,978.0,862.0,339.9,37.61551691,-0.718976529,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 64,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,,,,0,No,1,Confirmado,1,Confirmado,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
454,Calamón,,Hispania Baetica,Spain,Córdoba,Posadas,,,CO 82,922.0,477.5,362.2,37.84722783,-5.08044861,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 45,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,1,Confirmado,0,No,1,Confirmado,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
455,Callejón de Matajaca,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 88,859.0,499.6,420.7,38.37739882,-4.83783744,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 48,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
456,Campanario,,Hispania Baetica,Spain,Huelva,Huelva,,,H 45,960.0,322.5,332.4,37.54317278,-6.82941041,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,0.0,0.0,0.0,,,Pyrite,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
457,Campo Antigua,,Hispania Tarraconensis,Spain,Oviedo,Cuenca del Navia,,NV-64,,,,,43.337309,-6.709717,500.0,"Guessed from Sanchez-Palencia and Orejas 1994, fig. 13; and Google Earth.",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 200",,,,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
458,Campo la Peral,,Hispania Tarraconensis,Spain,León,Cuenca del Boeza,,BO-22,,,,,42.56722,-6.258764,500.0,"Estimated from Sanchez-Palencia and Orejas 1994, fig. 14, IGN map, and Google Earth",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"Sanchez-Palencia and Orejas 1994, 191",1.0,0.0,TRUE,,,,,,,,,Primary,Extensive,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,1,0,1,0,0.85,0.9,1.0,0.905,Alta Certeza (Grado I)
459,Camporredondo,,Hispania Tarraconensis,Spain,Palencia,León,,,P 1,106.0,513.0,921.0,42.88780177,-4.752831906,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 42,,,,,,,,,,,Quaternary terrace,,,1,Confirmado,0,No,0,No,0,No,0,No,0,No,0,No,0,0,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
460,Canadá,,Hispania Baetica,Spain,Córdoba,Los Pedroches,,,CO 18,858.0,492.8,420.7,38.37658115,-4.91570948,100.0,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,Domergue 1990: 47,0.0,1.0,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,,Hard rock,Primary,,0,No,0,No,1,Confirmado,0,No,0,No,0,No,0,No,0,1,0,0,1.0,0.9,1.0,0.9650000000000001,Alta Certeza (Grado I)
